email_index,priority,reasoning
3927,1,Informational newsletter with no required action
3928,3,Requires same‑day discussion
3929,2,The email asks a question that needs a response but is not urgent
3930,1,Birthday greeting with no required action
3931,1,Promotional email with no required action
3932,2,Requires feedback on draft comments but not urgent
3933,2,Requires a response to clarify payment details but not urgent
3934,3,Urgent request for volunteer information with a short deadline
3935,1,Informational update with no action needed
3936,2,Needs response about confirmation status
3937,2,Needs response to coordinate logistics
3938,3,Urgent discussion needed for tomorrow's conference call
3939,1,Informational email with no required action
3940,1,Informational newsletter with no required action
3941,1,Informal message with no actionable request
3942,3,Time-sensitive request to meet June 15 deadline
3943,2,Follow-up email requiring a response but not urgent
3944,2,Needs response to meet upcoming Monday deadline
3945,1,"Informational market update, no action required"
3946,1,"Announcement of new website, no action required"
3947,1,Informational email with no required action
3948,1,Informational FYI with no required action
3949,1,Forwarded informational email with no clear action required
3950,1,Informational forward with no action required
3952,2,Requires legal review and response
3953,3,Urgent request for tournament data needed immediately
3955,2,Question requires a response but is not urgent
3956,1,"Informational announcement, no action required"
3958,1,Informational email with no actionable request
3959,1,Informational update with no required action
3961,1,"Just a joke, no action needed"
3962,2,Requires clarification and response but not urgent
3963,3,Survey is due today and needs immediate completion
3964,2,Complaint about work issue requiring response but not urgent
3965,3,Schedule download failed and requires manual intervention
3966,1,"Informational newsletter, no action required"
3967,2,Needs clarification and discussion but not urgent
3969,1,"No actionable request, informal message"
3970,2,Requires response to coordinate legal and funding details
3971,2,Reminder about upcoming registration requiring action
3972,2,Request to update distribution lists requires action but is not urgent
3973,1,Email contains no actionable request or urgency
3974,1,"Promotional recruitment email, no action required"
