email_index,priority,reasoning
1834,1,"Confirmation of attendance, no further action needed"
1835,1,"Reservation confirmation, informational only"
1836,2,Requires action and approvals but no urgent deadline
1837,3,Schedule download failed and needs immediate manual intervention
1838,1,"Informational email with attached report, no action required"
1839,2,Request for a phone number requires a response but is not urgent
1840,1,"Informational update, no action required"
1841,1,"The email contains no actionable request, only a rant and informal note"
1842,3,Urgent request to acquire domains immediately
1843,1,"Order confirmation email, no action required"
1844,1,Informational reply with no required action
1845,2,Requires response to discuss generation project
1846,1,Informational email with no required action
1847,1,"Informational press release, no action required"
1848,1,Informational summary with no required action
1850,3,Schedule download failed and requires manual intervention
1854,1,"Legal confirmation, no action required"
1855,1,"Informational newsletter, no action required"
1856,3,Potential gas supply issue requires immediate attention
1857,1,Promotional email with no required action
1858,1,Informational newsletter with no required action
1859,1,"Informational campaign email, no action needed"
1861,1,"Spam advertisement, no action required"
1862,1,"Promotional email, no urgent action required"
1863,2,Invitation requires an RSVP but is not time-sensitive
1866,1,Informational update with no immediate action required
1867,2,Request to schedule a conference call requires action but not urgent
1868,1,Promotional event announcement with no required action
1869,2,Request for assistance without explicit urgency
1870,1,Spam virus alert with no actionable request
1874,2,Requires follow‑up to arrange Power of Attorney
1875,2,Invitation requires a response to confirm attendance
1876,1,Informational forward with no required action
1878,1,FYI forwarded message with no clear action required
1879,1,Informational notice about potentially misleading pay advice
1880,1,Informal friendly check-in with no actionable request
1881,1,"Promotional spam, no action required"
